quantity,value
bond_length,3.0
rhf_energy,-1.9745608398354895
uhf_energy,-2.7997399344804155
fci_energy,-2.800681492448774
n_fci_configs,400.0
n_configs_below_uhf,363.0
n_configs_reach_fci,400.0
max_subspace_size,400.0
min_qsci_energy,-2.8006814924487755
energy_diff_to_fci,-1.3322676295501878e-15
