subspace_size,qsci_energy,spin_symm_energy,fci_subspace_energy,mean_sample_number
95,-2.8263368143467034,-2.8395086923800226,-2.8412278775615247,31169.484226597142
96,-2.8265969486280733,-2.8396309798611625,-2.8412517192510958,31169.484226597142
97,-2.831161859999355,-2.839745420368891,-2.841354166863564,38889.35195202486
98,-2.8395577297378116,-2.8398700573294224,-2.8414586884238586,38889.35195202486
99,-2.839695204406817,-2.8401135047845334,-2.84148691428147,38889.35195202486
100,-2.839865018437351,-2.8401666224761715,-2.8415248978575973,38889.35195202486
101,-2.840018401357746,-2.840236859723362,-2.841567811904927,38889.35195202486
102,-2.8402377602717963,-2.8404768293209486,-2.8416142021494704,38889.35195202486
103,-2.8406022706677225,-2.8408988948531344,-2.841655788143755,51471.79201453821
104,-2.841214144056623,-2.841214144056631,-2.841700263107082,51471.79201453821
